 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:CRITICAL
 CRITICAL
 Base Severity:MEDIUM
 Base Severity:CRITICAL
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:MEDIUM
 Base Severity:CRITICAL
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:CRITICAL
 Base Severity:HIGH
 Base Severity:CRITICAL
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:MEDIUM
 Base Severity:CRITICAL
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:CRITICAL
 Base Severity:MEDIUM
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 HIGH
 Base Severity:CRITICAL
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:LOW
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:CRITICAL
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:MEDIUM
 Base Severity:CRITICAL
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:LOW
 MEDIUM
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:MEDIUM
 Base Severity:MEDIUM
 Base Severity:HIGH
 HIGH
 Base Severity:CRITICAL
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:HIGH
 Base Severity:CRITICAL
 Base Severity:HIGH
 Base Severity:HIGH
ERROR
 Base Severity:MEDIUM
