Base Severity:HIGH
Base Severity: Medium
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity: HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity: HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:CRITICAL
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:CRITICAL
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity: HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:Critical
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:Medium
Base Severity:CRITICAL
Base Severity:HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:CRITICAL
Base Severity:CRITICAL
Base Severity:MEDIUM
Base Severity: Medium
Base Severity:CRITICAL
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:CRITICAL
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity: HIGH
Base Severity:Medium
Base Severity: HIGH
Base Severity:MEDIUM
Base Severity: HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity: Medium
Base Severity:LOW
Base Severity: MEDIUM
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity: HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:Critical
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:Medium
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:CRITICAL
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:LOW
Base Severity:MEDIUM
Base Severity:Medium
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:Medium
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:CRITICAL
Base Severity:HIGH
Base Severity: HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity: HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:CRITICAL
Base Severity:LOW
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:CRITICAL
Base Severity:CRITICAL
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:CRITICAL
Base Severity:HIGH
Base Severity:LOW
Base Severity:HIGH
Base Severity: HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:CRITICAL
Base Severity:HIGH
Base Severity: HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity: HIGH
Base Severity: HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:Medium
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:CRITICAL
Base Severity:MEDIUM
Base Severity:CRITICAL
Base Severity:CRITICAL
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:CRITICAL
Base Severity:MEDIUM
Base Severity:CRITICAL
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity: HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:CRITICAL
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:HIGH
Base Severity:MEDIUM
Base Severity:MEDIUM
Base Severity:HIGH
Base Severity:MEDIUM
